actual_class,predicted_class,confidence,image_path
Blight,Blight,0.996173,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (482).JPG
Blight,Blight,0.664039,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (484).JPG
Blight,Gray_Leaf_Spot,0.565024,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (488).JPG
Blight,Blight,0.994869,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (500).JPG
Blight,Blight,0.938308,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (508).JPG
Blight,Blight,0.787166,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (516).JPG
Blight,Blight,0.927766,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (517).JPG
Blight,Blight,0.991400,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (525).JPG
Blight,Blight,0.890965,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (529).JPG
Blight,Blight,0.791553,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (53).jpg
Blight,Blight,0.648802,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (537).JPG
Blight,Blight,0.917987,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (549).JPG
Blight,Blight,0.506443,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (55).jpg
Blight,Blight,0.831157,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (554).JPG
Blight,Blight,0.999224,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (565).JPG
Blight,Blight,0.990429,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (572).JPG
Blight,Blight,0.770496,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (573).JPG
Blight,Blight,0.923750,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (580).jpg
Blight,Blight,0.983714,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (583).JPG
Blight,Blight,0.897703,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (586).JPG
Blight,Blight,0.979324,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (587).JPG
Blight,Blight,0.999169,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (590).JPG
Blight,Blight,0.967379,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (597).jpg
Blight,Blight,0.806866,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (624).JPG
Blight,Healthy,0.718307,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (63).jpg
Blight,Blight,0.989930,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (636).jpg
Blight,Gray_Leaf_Spot,0.843755,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (638).jpg
Blight,Blight,0.954136,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (640).JPG
Blight,Blight,0.939777,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (641).JPG
Blight,Gray_Leaf_Spot,0.636688,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (655).jpg
Blight,Blight,0.998541,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (658).JPG
Blight,Blight,0.991237,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (661).jpg
Blight,Blight,0.995970,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (667).JPG
Blight,Blight,0.808287,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (669).JPG
Blight,Blight,0.570380,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (67).jpg
Blight,Blight,0.802863,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (684).JPG
Blight,Blight,0.997728,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (686).JPG
Blight,Gray_Leaf_Spot,0.605201,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (692).JPG
Blight,Blight,0.875544,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (693).JPG
Blight,Blight,0.982986,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (701).JPG
Blight,Blight,0.851856,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (705).JPG
Blight,Blight,0.971748,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (707).JPG
Blight,Blight,0.999720,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (711).JPG
Blight,Blight,0.997848,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (714).JPG
Blight,Blight,0.623321,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (716).JPG
Blight,Blight,0.588894,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (722).JPG
Blight,Blight,0.999204,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (734).JPG
Blight,Blight,0.366305,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (739).JPG
Blight,Gray_Leaf_Spot,0.686721,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (75).jpg
Blight,Blight,0.967180,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (755).JPG
Blight,Blight,0.965402,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (757).JPG
Blight,Blight,0.992347,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (763).JPG
Blight,Blight,0.927567,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (769).JPG
Blight,Blight,0.518250,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (777).JPG
Blight,Blight,0.542957,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (782).JPG
Blight,Blight,0.998470,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (784).jpg
Blight,Blight,0.966924,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (793).JPG
Blight,Blight,0.832040,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (802).JPG
Blight,Healthy,0.519032,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (826).JPG
Blight,Blight,0.944182,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (830).jpg
Blight,Blight,0.928112,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (844).JPG
Blight,Gray_Leaf_Spot,0.799073,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (847).JPG
Blight,Blight,0.432648,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (85).jpg
Blight,Blight,0.523387,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (86).jpg
Blight,Blight,0.938036,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (865).JPG
Blight,Blight,0.920830,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (870).JPG
Blight,Blight,0.916316,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (884).JPG
Blight,Blight,0.997694,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (887).JPG
Blight,Blight,0.997349,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (888).JPG
Blight,Blight,0.994945,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (889).JPG
Blight,Blight,0.896512,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (892).JPG
Blight,Blight,0.990675,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (897).JPG
Blight,Blight,0.780384,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (899).JPG
Blight,Blight,0.874655,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (903).JPG
Blight,Blight,0.973087,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (911).JPG
Blight,Blight,0.987199,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (914).JPG
Blight,Blight,0.967327,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (915).jpg
Blight,Blight,0.694135,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (917).JPG
Blight,Blight,0.923170,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (921).JPG
Blight,Gray_Leaf_Spot,0.919303,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (925).JPG
Blight,Blight,0.965517,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (934).JPG
Blight,Blight,0.590392,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (938).JPG
Blight,Blight,0.990094,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (941).JPG
Blight,Blight,0.764032,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (944).JPG
Blight,Blight,0.943417,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (950).JPG
Blight,Blight,0.704009,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (97).jpg
Blight,Blight,0.973639,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (970).JPG
Blight,Gray_Leaf_Spot,0.911973,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (974).JPG
Blight,Gray_Leaf_Spot,0.704854,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (983).jpg
Blight,Blight,0.986699,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (984).JPG
Blight,Blight,0.552952,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (985).JPG
Blight,Blight,0.995914,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (989).JPG
Blight,Gray_Leaf_Spot,0.548123,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (99).jpg
Blight,Blight,0.967018,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (995).JPG
Common_Rust,Gray_Leaf_Spot,0.696588,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (1293).jpg
Common_Rust,Blight,0.420407,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (1303).jpg
Common_Rust,Blight,0.603511,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Common_Rust\Corn_Common_Rust (17).jpg
