actual_class,predicted_class,confidence,image_path,analysis_group,visual_review,boundary_case,label_review_needed,severity,image_quality,lesion_shape,lesion_distribution,lesion_boundary_visibility,background_difficulty,notes,review_priority,review_instructions
Blight,Gray_Leaf_Spot,0.548123,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (99).jpg,Blight_to_Gray_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Blight,0.540537,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (17).jpg,Gray_to_Blight_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Blight,0.535297,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (311).jpg,Gray_to_Blight_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Gray_Leaf_Spot,0.52458,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (15).jpg,Blight_to_Gray_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Gray_Leaf_Spot,0.474308,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (277).JPG,Blight_to_Gray_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Gray_Leaf_Spot,0.400403,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (1135).jpg,Blight_to_Gray_Error,,,,,,,,,,,MEDIUM,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.366305,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (739).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.552952,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (985).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.704009,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (97).jpg,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.83204,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (802).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.92317,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (921).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.960515,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (329).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.979338,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (1090).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.990675,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (897).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.997694,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (887).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Blight,Blight,0.999873,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Blight\Corn_Blight (233).JPG,Correct_Blight,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.521089,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (28).jpg,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.680332,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (466).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.817604,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (331).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.877287,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (541).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.919608,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (253).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.929192,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (216).jpg,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.954505,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (464).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.973251,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (210).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.988439,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (309).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.997425,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (108).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
