actual_class,predicted_class,confidence,image_path,analysis_group,visual_review,boundary_case,label_review_needed,severity,image_quality,lesion_shape,lesion_distribution,lesion_boundary_visibility,background_difficulty,notes,review_priority,review_instructions
Gray_Leaf_Spot,Gray_Leaf_Spot,0.521089,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (28).jpg,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.680332,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (466).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.817604,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (331).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.877287,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (541).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.919608,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (253).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.929192,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (216).jpg,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.954505,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (464).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.973251,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (210).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.988439,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (309).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
Gray_Leaf_Spot,Gray_Leaf_Spot,0.997425,C:\Users\Administrator\Downloads\Plant Health Maize Project\corn_pathology_ai-main\dataset_split\test\Gray_Leaf_Spot\Corn_Gray_Spot (108).JPG,Correct_Gray,,,,,,,,,,,REFERENCE,"Manually inspect image. Record whether it is a boundary case, severity, image quality, lesion shape, lesion distribution, lesion-boundary visibility, background difficulty, and notes."
